"","origin","affected","count","d","trade","o_lpop","o_lgdp","o_civr","o_muslim","o_budhist","o_hindu","o_femil","t_lpop","t_lgdp","t_civr","o_elf","o_infmort","occupier"
"14780","U.S.A.","Nigeria",0,5.504565,0.05593404,19.43228,10.3336,1,0,0,0,0,18.6113,5.537902,5,0.575,7,1
"14781","Senegal","Nigeria",0,1.703986,0.005303377,16.01633,6.387688,4,0.94,0,0,74.219,18.6113,5.537902,5,0.791,5,1
"14782","South Africa","Nigeria",0,2.794598,0.006504066,17.53879,8.293118,2,0.02,0,0.015,16.259,18.6113,5.537902,5,0.886,51,1
"14783","Honduras","Nigeria",0,6.350584,2.223399e-05,15.62362,6.572207,3,0,0,0,26.773,18.6113,5.537902,5,0.12,36,1
"14784","Mauritania","Nigeria",0,1.669217,0,14.72905,6.194005,5.6,1,0,0,71.126,18.6113,5.537902,5,0.319,90,1
"14786","Lebanon","Nigeria",0,2.475168,0.0004844707,15.25305,7.974132,5,0.7,0,0,20.982,18.6113,5.537902,5,0.356,27,1
"14788","Finland","Nigeria",0,3.637095,0.0008556585,15.45509,10.31866,1,0,0,0,0,18.6113,5.537902,5,0.129,4,1
"14789","Iran","Nigeria",0,3.321908,1.859165e-05,17.94103,7.389888,6.5,0.99,0,0,33.51,18.6113,5.537902,5,0.75,26,1
"14790","Thailand","Nigeria",0,6.283388,0.004797804,17.90652,7.936057,3,0.038,0.95,0.001,6.941,18.6113,5.537902,5,0.634,29,1
"14792","Malaysia","Nigeria",0,6.486779,0.00109594,16.9156,8.44575,5,0.604,0.192,0.063,18.215,18.6113,5.537902,5,0.719,8,1
"14793","Romania","Nigeria",0,2.68273,0.001391575,16.92903,7.307286,2,0.004,0,0,3.08,18.6113,5.537902,5,0.208,21,1
"14794","China","Nigeria",0,6.797803,0.003148667,20.93838,6.653063,6.5,0.03,0.1,0,25.583,18.6113,5.537902,5,0.131,31,1
"14795","United Arab E.","Nigeria",0,3.272709,0,14.81761,9.712217,5,0.96,0,0,22.584,18.6113,5.537902,5,0.242,8,1
"14796","Sweden","Nigeria",0,3.507774,0.005769151,15.99613,10.31063,1,0,0,0,0,18.6113,5.537902,5,0.137,4,1
"14797","Cambodia","Nigeria",0,6.598466,0,16.25786,5.686052,6,0,0.95,0,45.171,18.6113,5.537902,5,0.1858,102,1
"14798","Mexico","Nigeria",0,7.045961,0.0002530385,18.37149,8.195966,4,0,0,0,11.284,18.6113,5.537902,5,0.219,30,1
"14799","Portugal","Nigeria",0,2.274709,0.02138871,16.11489,9.429257,1,0,0,0,11.167,18.6113,5.537902,5,0.007,8,1
"14800","Greece","Nigeria",0,2.236456,0.001255384,16.16689,9.451414,3,0.013,0,0,4.666,18.6113,5.537902,5,0.085,6,1
"14801","Zambia","Nigeria",0,2.229786,3.947519e-06,16.0841,5.98107,4,0.25,0,0.24,31.025,18.6113,5.537902,5,0.807,114,1
"14802","Nicaragua","Nigeria",0,6.313495,1.49219e-06,15.38627,6.074622,2,0,0,0,33.985,18.6113,5.537902,5,0.39,36,1
"14803","Central Afr. R.","Nigeria",0,0.849629,0,15.09739,5.8074,4.5,0.15,0,0,68.121,18.6113,5.537902,5,0.826,98,1
"14805","Kazakhstan","Nigeria",0,2.260896,0,16.55787,7.263614,5,0.47,0,0,1.013,18.6113,5.537902,5,0.617722,22,1
"14806","Japan","Nigeria",0,8.057363,0.006108685,18.65179,10.69587,2,0,0.84,0,0,18.6113,5.537902,5,0.014,4,1
"14808","Latvia","Nigeria",0,3.393099,0.0002901633,14.69514,7.837069,2,0,0,0,0.208,18.6113,5.537902,5,0.575824,15,1
"14809","Peru","Nigeria",0,5.962212,0.002279537,17.02635,7.754336,4,0,0,0,15.817,18.6113,5.537902,5,0.51,40,1
"14810","Chile","Nigeria",0,5.878376,0.003144064,16.51014,8.566204,2,0,0,0,4.756,18.6113,5.537902,5,0.515,10,1
"14811","Croatia","Nigeria",0,2.580127,0.0002306979,15.29634,8.518648,4,0,0,0,3.124,18.6113,5.537902,5,0.193418,8,1
"14812","Algeria","Nigeria",0,1.925827,0,17.1999,7.364406,5.5,0.99,0,0,45.931,18.6113,5.537902,5,0.299,35,1
"14813","Jamaica","Nigeria",0,5.627179,0,14.76175,7.681657,2.5,0,0,0,10.121,18.6113,5.537902,5,0.424,21,1
"14814","Sierra Leone","Nigeria",0,1.394679,0,15.39046,5.075186,5.5,0.6,0,0,77.4,18.6113,5.537902,5,0.767,169,1
"14815","Gambia","Nigeria",0,1.639301,0,14.01748,5.891909,5.5,0.987,0,0,72.628,18.6113,5.537902,5,0.716,76,1
"14816","Turkey","Nigeria",0,2.644454,0.00344279,17.96498,7.995251,5,0.998,0,0,25.201,18.6113,5.537902,5,0.255,38,1
"14817","Pakistan","Nigeria",0,4.484311,0.0003451485,18.69831,6.230792,5,0.97,0,0.01,73.787,18.6113,5.537902,5,0.537,91,1
"14818","Albania","Nigeria",0,2.349075,8.763906e-07,14.95003,6.817158,4.5,0.7,0,0,24.869,18.6113,5.537902,5,0.0962,25,1
"14820","Myanmar","Nigeria",0,5.964934,0,17.65711,5.686975,7,0.04,0.89,0,20.585,18.6113,5.537902,5,0.421,78,1
"14822","Madagascar","Nigeria",0,3.362444,0,16.49653,5.493554,4,0.07,0,0,42.254,18.6113,5.537902,5,0.871,92,1
"14824","Guinea","Nigeria",0,1.423794,0.0001950362,15.77365,6.399437,5,0.85,0,0,73,18.6113,5.537902,5,0.751,118,1
"14826","Belarus","Nigeria",0,3.286134,0.0001293516,16.12497,7.210692,6,0,0,0,0.497,18.6113,5.537902,5,0.322184,11,1
"14827","Morocco","Nigeria",0,1.931827,0.0004384268,17.14055,7.231798,4.5,0.987,0,0,66.08,18.6113,5.537902,5,0.399,49,1
"14830","Argentina","Nigeria",0,5.237131,0.002701886,17.4018,8.991798,3,0,0,0,3.403,18.6113,5.537902,5,0.288,19,1
"14831","Norway","Nigeria",0,3.50664,0.00136517,15.30436,10.53148,1,0,0,0,0,18.6113,5.537902,5,0.064,4,1
"14832","Paraguay","Nigeria",0,4.962402,1.070449e-05,15.46782,7.509713,3,0,0,0,8.544,18.6113,5.537902,5,0.18,24,1
"14833","Kenya","Nigeria",0,2.162856,0,17.17241,5.813122,5.5,0.1,0,0,26.816,18.6113,5.537902,5,0.882,76,1
"14834","Burundi","Nigeria",0,1.756469,1.165254e-05,15.6947,4.960586,6.5,0.1,0,0,62.553,18.6113,5.537902,5,0.313,118,1
"14835","Spain","Nigeria",0,2.255041,0.03060296,17.48928,9.726316,2,0,0,0,3.551,18.6113,5.537902,5,0.46,5,1
"14836","Ireland","Nigeria",0,3.13776,0.0057358,15.12708,10.14961,1,0,0,0,0,18.6113,5.537902,5,0.029,6,1
"14837","El Salvador","Nigeria",0,6.487404,0,15.61309,7.462293,3,0,0,0,25.129,18.6113,5.537902,5,0.159,31,1
"14838","Togo","Nigeria",0,0.4598773,0.0004231944,15.26434,5.820144,5,0.2,0,0,60.456,18.6113,5.537902,5,0.707,78,1
"14839","Rwanda","Nigeria",0,1.752412,8.525936e-06,15.90799,5.550271,6,0.046,0,0,42.949,18.6113,5.537902,5,0.26,69,1
"14841","Ethiopia","Nigeria",0,2.146973,5.956545e-06,17.93129,4.731725,4.5,0.45,0,0,71.521,18.6113,5.537902,5,0.766,107,1
"14843","Slovenia","Nigeria",0,2.581055,0.0001650899,14.49992,9.317083,2,0.01,0,0,0.406,18.6113,5.537902,5,0.398048,5,1
"14844","Bulgaria","Nigeria",0,2.510825,0,15.92657,7.30145,3,0.121,0,0,2.414,18.6113,5.537902,5,0.225,14,1
"14845","Sudan","Nigeria",0,1.764032,0,17.21671,5.707695,7,0.7,0,0,56.725,18.6113,5.537902,5,0.731,69,1
"14846","Mauritius","Nigeria",0,3.973534,7.681929e-06,13.9637,8.303331,2,0.166,0,0.52,19.917,18.6113,5.537902,5,0.489,19,1
"14847","Belgium","Nigeria",0,2.879172,0.008759227,16.1379,10.30695,2,0,0,0,0,18.6113,5.537902,5,0.589,6,1
"14848","Cuba","Nigeria",0,5.937152,0,16.22246,6.848005,7,0,0,0,3.729,18.6113,5.537902,5,0.638,7,1
"14849","Singapore","Nigeria",0,6.65273,0.01210531,15.18237,10.18345,5,0.149,0.425,0.04,12.677,18.6113,5.537902,5,0.398,4,1
"14851","Venezuela","Nigeria",0,5.030372,0.00311077,16.95966,8.133801,3,0,0,0,8.699,18.6113,5.537902,5,0.524,21,1
"14852","Jordan","Nigeria",0,2.417991,0.0002171242,15.34099,7.379062,4.5,0.92,0,0,18.209,18.6113,5.537902,5,0.455,27,1
"14853","Canada","Nigeria",0,5.417801,0.003502615,17.22335,9.998635,1,0,0,0,0,18.6113,5.537902,5,0.769,5,1
"14854","Korea, North","Nigeria",0,7.275867,0,16.90655,6.817831,7,0,1,0,4.16,18.6113,5.537902,5,0.004,9,1
"14855","U.K.","Nigeria",0,2.961479,0.0135229,17.89812,9.983852,2,0.03,0,0.01,0,18.6113,5.537902,5,0.389,6,1
"14856","Afghanistan","Nigeria",0,4.268401,0,17.03838,5.908083,7,0.99,0,0,78.1,18.6113,5.537902,5,0.668,149,1
"14857","Tanzania","Nigeria",0,2.469465,6.75518e-06,17.28437,5.234352,4.5,0.35,0,0,36.516,18.6113,5.537902,5,0.919,85,1
"14858","Bangladesh","Nigeria",0,5.53508,0,18.6597,5.887063,4,0.83,0,0.16,71.478,18.6113,5.537902,5,0.043,73,1
"14859","Guatemala","Nigeria",0,6.560986,0,16.19506,7.338852,4,0,0,0,40.356,18.6113,5.537902,5,0.758,42,1
"14860","Netherlands","Nigeria",0,2.98207,0.02159624,16.56917,10.31478,1,0.044,0,0,0,18.6113,5.537902,5,0.345,5,1
"14861","Tunisia","Nigeria",0,1.914877,6.549524e-05,16.0491,7.774843,5,0.98,0,0,42.341,18.6113,5.537902,5,0.05,28,1
"14862","Hungary","Nigeria",0,2.734621,0.0001818328,16.1379,8.541569,2,0,0,0,0.859,18.6113,5.537902,5,0.013,10,1
"14863","Austria","Nigeria",0,2.748692,0.01131807,15.90471,10.37074,1,0.085,0,0,0,18.6113,5.537902,5,0.153,5,1
"14864","Italy","Nigeria",0,2.274889,0.01116059,17.86903,9.923209,2,0,0,0,2.102,18.6113,5.537902,5,0.114,5,1
"14865","Drc","Nigeria",0,1.086675,0.0005528433,17.69087,4.600842,6,0.1,0,0,52.976,18.6113,5.537902,5,0.902,90,1
"14866","Congo","Nigeria",0,1.084111,0,14.86285,6.667308,5,0.02,0,0,28.583,18.6113,5.537902,5,0.684,90,1
"14867","Malawi","Nigeria",0,2.422894,5.262745e-06,16.10643,5.114161,3,0.2,0,0,55.633,18.6113,5.537902,5,0.606,134,1
"14868","Saudi Arabia","Nigeria",0,2.810116,0.000499087,16.79613,8.815701,7,1,0,0,36.069,18.6113,5.537902,5,0.3,20,1
"14869","Guinea-Biss","Nigeria",0,1.555782,1.017574e-06,13.95469,5.367515,4.5,0.45,0,0,79.094,18.6113,5.537902,5,0.784,128,1
"14870","Australia","Nigeria",0,9.433454,0.0004669685,16.74937,10.04798,1,0,0,0,0,18.6113,5.537902,5,0.437,5,1
"14871","Iraq","Nigeria",0,2.892761,0,16.9201,7.389564,7,0.97,0,0,56.693,18.6113,5.537902,5,0.375,103,1
"14872","Sri Lanka","Nigeria",0,4.963259,4.000431e-05,16.74937,6.75565,4,0.07,0.7,0.15,11.836,18.6113,5.537902,5,0.422,16,1
"14873","France","Nigeria",0,2.753172,0.0211395,17.88283,10.27879,2,0.09,0,0,0,18.6113,5.537902,5,0.318,5,1
"14875","Ecuador","Nigeria",0,5.924538,1.535605e-06,16.31695,7.432473,3,0,0,0,10.926,18.6113,5.537902,5,0.657,32,1
"14876","Korea, Rep.","Nigeria",0,7.386601,0.007000706,17.65281,9.423433,2,0,0.5,0,4.149,18.6113,5.537902,5,0.003,54,1
"14877","Oman","Nigeria",0,3.526371,0.0002073749,14.64929,8.690837,6,0.95,0,0.05,42.894,18.6113,5.537902,5,0.142,18,1
"14878","Denmark","Nigeria",0,3.221763,6.041153e-05,15.48341,10.53197,1,0.02,0,0,0,18.6113,5.537902,5,0.061,5,1
"14879","Colombia","Nigeria",0,5.569471,0.000137442,17.52419,7.755786,4,0,0,0,8.937,18.6113,5.537902,5,0.596,23,1
"14880","Switzerland","Nigeria",0,2.606499,0.01328344,15.77701,10.73158,1,0,0,0,0,18.6113,5.537902,5,0.586,4,1
"14881","Tajikistan","Nigeria",0,4.293988,0,15.62822,5.909259,6,0.9,0,0,1.435,18.6113,5.537902,5,0.55,23,1
"14882","Poland","Nigeria",0,3.072394,0.0004475652,17.47135,8.164389,2,0,0,0,0.31,18.6113,5.537902,5,0.035,10,1
"14883","Germany","Nigeria",0,3.012369,0.01552926,18.22223,10.36771,2,0.037,0,0,0,18.6113,5.537902,5,0.111,5,1
"14884","Costa Rica","Nigeria",0,6.189996,4.423458e-06,15.11108,8.238388,2,0,0,0,4.683,18.6113,5.537902,5,0.458,13,1
"14885","Libya","Nigeria",0,1.680499,0,15.4367,8.517193,7,0.97,0,0,34.905,18.6113,5.537902,5,0.268,23,1
"14886","Benin","Nigeria",0,0.3643225,0.001475964,15.59896,6.00181,2,0.2,0,0,78.238,18.6113,5.537902,5,0.525,87,1
"14889","Uganda","Nigeria",0,1.839616,2.654323e-05,16.86003,5.829081,4,0.16,0,0,45.754,18.6113,5.537902,5,0.922,101,1
"14890","Kuwait","Nigeria",0,2.979058,0,14.43936,9.545918,4.5,0.85,0,0.05,22.135,18.6113,5.537902,5,0.788,12,1
"14891","Uzbekistan","Nigeria",0,4.352432,0,16.99772,6.183745,6,0.88,0,0,1.361,18.6113,5.537902,5,0.478,22,1
"14892","Egypt","Nigeria",0,2.116689,9.158592e-05,17.93617,7.067642,6,0.94,0,0,58.302,18.6113,5.537902,5,0.025,49,1
"14893","Panama","Nigeria",0,5.894216,0,14.83219,8.236794,3,0,0,0,9.279,18.6113,5.537902,5,0.48,21,1
"14894","New Zealand","Nigeria",0,10.08689,0.0003244024,15.14846,9.773841,1,0,0,0,0,18.6113,5.537902,5,0.421,5,1
"14895","Brazil","Nigeria",0,4.142695,0.01315867,18.9275,8.425499,4,0,0,0,15.586,18.6113,5.537902,5,0.576,33,1
"14896","Mozambique","Nigeria",0,2.966983,5.468076e-06,16.64872,5.241053,4,0.2,0,0,73.621,18.6113,5.537902,5,0.698,67,1
"14898","Dominican Rep.","Nigeria",0,5.173708,0,15.90777,7.565378,3,0,0,0,17.246,18.6113,5.537902,5,0.483,40,1
"14899","Angola","Nigeria",0,1.310588,0,16.33321,6.251657,6,0,0,0,2.606,18.6113,5.537902,5,0.783,124,1
"14900","Yemen","Nigeria",0,2.532384,0,16.62491,5.729004,6,0.99,0,0,77.543,18.6113,5.537902,5,0.05,82,1
"14901","Chad","Nigeria",0,0.5704364,0,15.80104,5.405639,4.5,0.51,0,0,69.399,18.6113,5.537902,5,0.856,99,1
"14902","Liberia","Nigeria",0,1.245155,0,14.90121,5.069132,5,0.2,0,0,65.428,18.6113,5.537902,5,0.897,114,1
"14903","Trinidad & Tobago","Nigeria",0,4.663583,0.0005534865,14.06638,8.508624,2,0.058,0,0.238,8.491,18.6113,5.537902,5,0.639,16,1
"14904","Armenia","Nigeria",0,3.149046,0,14.97271,7.033083,4,0,0,0,2.606155,18.6113,5.537902,5,0.133,15,1
"14905","Mali","Nigeria",0,1.056265,0,16.14765,5.652232,3,0.9,0,0,68.969,18.6113,5.537902,5,0.833,117,1
"14908","Cote d'Ivoire","Nigeria",0,0.8680127,0,16.53681,6.642031,4,0.4,0,0,64.576,18.6113,5.537902,5,0.896,88,1
"14909","Moldova","Nigeria",0,2.902751,4.516071e-06,15.27389,6.482642,4,0,0,0,2.107,18.6113,5.537902,5,0.544702,18,1
"14910","Russia","Nigeria",0,3.614873,0.0005514145,18.80594,7.757911,4,0.24,0,0,0.681,18.6113,5.537902,5,0.333,17,1
"14911","Uruguay","Nigeria",0,5.1261,0.002016426,15.00609,8.779462,2,0,0,0,2.067,18.6113,5.537902,5,0.375,16,1
"14912","Syria","Nigeria",0,2.496616,0,16.54988,6.697365,7,0.9,0,0,42.07,18.6113,5.537902,5,0.21,28,1
"14913","Haiti","Nigeria",0,5.331945,0,15.84982,5.902197,5,0,0,0,54.343,18.6113,5.537902,5,0.011,71,1
"14914","Niger","Nigeria",0,0.4543118,0.002707721,16.12805,5.336318,5,0.8,0,0,92.289,18.6113,5.537902,5,0.682,76,1
"14915","Mongolia","Nigeria",0,6.185633,0,14.67252,6.044888,3,0.02,0,0.96,1.388,18.6113,5.537902,5,0.349,50,1
"14916","India","Nigeria",0,4.705238,0,20.70306,6.104444,3.5,0.12,0,0.813,56.533,18.6113,5.537902,5,0.878,70,1
"14917","Bolivia","Nigeria",0,5.440754,1.128475e-06,15.88868,6.860585,3,0,0,0,22.406,18.6113,5.537902,5,0.74,60,1
"14918","Papua N. Guinea","Nigeria",0,9.699948,0,15.40123,6.861055,3.5,0,0,0,44.962,18.6113,5.537902,5,0.984,59,1
"14919","Cameroon","Nigeria",0,0.4731744,0.00658997,16.46875,6.495959,5,0.2,0,0,33.579,18.6113,5.537902,5,0.879,77,1
"14920","Zimbabwe","Nigeria",0,2.496659,0,16.31695,6.462135,5,0.01,0,0,17.312,18.6113,5.537902,5,0.472,73,1
"14921","Laos","Nigeria",0,6.369669,0,15.4324,6.07652,6,0,0.6,0,69.779,18.6113,5.537902,5,0.548,96,1
"14922","Gabon","Nigeria",0,0.6283694,0,13.9702,8.426506,4,0,0,0,37.8,18.6113,5.537902,5,0.808,86,1
"14923","Mauritania","Norway",0,3.174134,0.001650381,14.72905,6.194005,5.6,1,0,0,71.126,15.30436,10.53148,1,0.319,90,0
"14925","Yemen","Norway",1,3.503319,0.0002053078,16.62491,5.729004,6,0.99,0,0,77.543,15.30436,10.53148,1,0.05,82,0
"14926","Gabon","Norway",0,4.111085,0.005772213,13.9702,8.426506,4,0,0,0,37.8,15.30436,10.53148,1,0.808,86,0
"14927","Malawi","Norway",0,5.260555,6.255098e-05,16.10643,5.114161,3,0.2,0,0,55.633,15.30436,10.53148,1,0.606,134,0
"14928","Nigeria","Norway",0,3.50664,0.00136517,18.6113,5.537902,5,0.5,0,0,47.813,15.30436,10.53148,1,0.857,123,0
"14929","Mali","Norway",0,3.401149,0.0001300979,16.14765,5.652232,3,0.9,0,0,68.969,15.30436,10.53148,1,0.833,117,0
"14930","Iran","Norway",0,2.456361,0.001353781,17.94103,7.389888,6.5,0.99,0,0,33.51,15.30436,10.53148,1,0.75,26,0
"14931","Guinea-Biss","Norway",0,3.58183,0.0003376236,13.95469,5.367515,4.5,0.45,0,0,79.094,15.30436,10.53148,1,0.784,128,0
"14932","Zimbabwe","Norway",0,5.493157,0.0008065813,16.31695,6.462135,5,0.01,0,0,17.312,15.30436,10.53148,1,0.472,73,0
"14933","Congo","Norway",0,4.438422,0.00212629,14.86285,6.667308,5,0.02,0,0,28.583,15.30436,10.53148,1,0.684,90,0
"14934","Libya","Norway",0,1.868674,0.0006798059,15.4367,8.517193,7,0.97,0,0,34.905,15.30436,10.53148,1,0.268,23,0
"14937","Canada","Norway",0,3.475122,0.2709067,17.22335,9.998635,1,0,0,0,0,15.30436,10.53148,1,0.769,5,0
"14938","Bangladesh","Norway",0,4.454104,0.001594958,18.6597,5.887063,4,0.83,0,0.16,71.478,15.30436,10.53148,1,0.043,73,0
"14939","Germany","Norway",0,0.5198498,0.7590303,18.22223,10.36771,2,0.037,0,0,0,15.30436,10.53148,1,0.111,5,0
"14940","Tunisia","Norway",0,1.596293,0.002079272,16.0491,7.774843,5,0.98,0,0,42.341,15.30436,10.53148,1,0.05,28,0
"14941","Uzbekistan","Norway",0,2.751183,0.000149396,16.99772,6.183745,6,0.88,0,0,1.361,15.30436,10.53148,1,0.478,22,0
"14944","Korea, Rep.","Norway",0,4.795835,0.05873732,17.65281,9.423433,2,0,0.5,0,4.149,15.30436,10.53148,1,0.003,54,0
"14945","Guatemala","Norway",0,5.722878,0.001196792,16.19506,7.338852,4,0,0,0,40.356,15.30436,10.53148,1,0.758,42,0
"14946","Turkey","Norway",0,1.676769,0.02149896,17.96498,7.995251,5,0.998,0,0,25.201,15.30436,10.53148,1,0.255,38,0
"14947","Pakistan","Norway",0,3.293124,0.001607416,18.69831,6.230792,5,0.97,0,0.01,73.787,15.30436,10.53148,1,0.537,91,0
"14948","Mauritius","Norway",0,6.11878,0.001808005,13.9637,8.303331,2,0.166,0,0.52,19.917,15.30436,10.53148,1,0.489,19,0
"14949","Indonesia","Norway",0,6.787906,0.00285496,19.13363,6.940256,4.5,0.88,0.01,0.02,19.703,15.30436,10.53148,1,0.757,43,0
"14950","Jamaica","Norway",0,5.059322,0.03835294,14.76175,7.681657,2.5,0,0,0,10.121,15.30436,10.53148,1,0.424,21,0
"14951","Albania","Norway",0,1.340447,0.001254434,14.95003,6.817158,4.5,0.7,0,0,24.869,15.30436,10.53148,1,0.0962,25,0
"14953","Rwanda","Norway",0,4.39707,5.839715e-06,15.90799,5.550271,6,0.046,0,0,42.949,15.30436,10.53148,1,0.26,69,0
"14954","Australia","Norway",0,9.920398,0.02062255,16.74937,10.04798,1,0,0,0,0,15.30436,10.53148,1,0.437,5,0
"14955","China","Norway",0,4.361734,0.01827198,20.93838,6.653063,6.5,0.03,0.1,0,25.583,15.30436,10.53148,1,0.131,31,0
"14956","Singapore","Norway",0,6.243043,0.1407032,15.18237,10.18345,5,0.149,0.425,0.04,12.677,15.30436,10.53148,1,0.398,4,0
"14957","Liberia","Norway",0,3.870266,0.09244261,14.90121,5.069132,5,0.2,0,0,65.428,15.30436,10.53148,1,0.897,114,0
"14960","Mongolia","Norway",0,3.63711,0.00017144,14.67252,6.044888,3,0.02,0,0.96,1.388,15.30436,10.53148,1,0.349,50,0
"14961","Bolivia","Norway",0,6.822639,0.0001674569,15.88868,6.860585,3,0,0,0,22.406,15.30436,10.53148,1,0.74,60,0
"14962","Belarus","Norway",0,0.7546272,0.005256835,16.12497,7.210692,6,0,0,0,0.497,15.30436,10.53148,1,0.322184,11,0
"14963","Kazakhstan","Norway",0,1.245768,0.0004841713,16.55787,7.263614,5,0.47,0,0,1.013,15.30436,10.53148,1,0.617722,22,0
"14965","Armenia","Norway",0,1.956929,0.0001371594,14.97271,7.033083,4,0,0,0,2.606155,15.30436,10.53148,1,0.133,15,0
"14966","New Zealand","Norway",0,10.97203,0.01088438,15.14846,9.773841,1,0,0,0,0,15.30436,10.53148,1,0.421,5,0
"14967","Egypt","Norway",0,2.270934,0.001438173,17.93617,7.067642,6,0.94,0,0,58.302,15.30436,10.53148,1,0.025,49,0
"14968","Netherlands","Norway",0,0.5683439,0.7901082,16.56917,10.31478,1,0.044,0,0,0,15.30436,10.53148,1,0.345,5,0
"14969","Papua N. Guinea","Norway",0,8.288334,0.0001515494,15.40123,6.861055,3.5,0,0,0,44.962,15.30436,10.53148,1,0.984,59,0
"14970","Gambia","Norway",0,3.495893,0.0001584417,14.01748,5.891909,5.5,0.987,0,0,72.628,15.30436,10.53148,1,0.716,76,0
"14971","Thailand","Norway",0,5.386994,0.01043167,17.90652,7.936057,3,0.038,0.95,0.001,6.941,15.30436,10.53148,1,0.634,29,0
"14972","Morocco","Norway",0,1.955958,0.003935862,17.14055,7.231798,4.5,0.987,0,0,66.08,15.30436,10.53148,1,0.399,49,0
"14973","Peru","Norway",0,6.85708,0.00334215,17.02635,7.754336,4,0,0,0,15.817,15.30436,10.53148,1,0.51,40,0
"14974","Korea, North","Norway",0,4.668626,0,16.90655,6.817831,7,0,1,0,4.16,15.30436,10.53148,1,0.004,9,0
"14975","U.K.","Norway",0,0.7080567,0.8350694,17.89812,9.983852,2,0.03,0,0.01,0,15.30436,10.53148,1,0.389,6,0
"14976","Laos","Norway",0,5.208257,0.001072377,15.4324,6.07652,6,0,0.6,0,69.779,15.30436,10.53148,1,0.548,96,0
"14977","Cote d'Ivoire","Norway",0,3.761231,0.0003998682,16.53681,6.642031,4,0.4,0,0,64.576,15.30436,10.53148,1,0.896,88,0
"14978","Ethiopia","Norway",0,3.779666,5.878868e-05,17.93129,4.731725,4.5,0.45,0,0,71.521,15.30436,10.53148,1,0.766,107,0
"14979","Togo","Norway",0,3.747128,5.961972e-05,15.26434,5.820144,5,0.2,0,0,60.456,15.30436,10.53148,1,0.707,78,0
"14981","United Arab E.","Norway",0,3.208803,0.02074173,14.81761,9.712217,5,0.96,0,0,22.584,15.30436,10.53148,1,0.242,8,0
"14983","Algeria","Norway",0,1.630374,0.0004260851,17.1999,7.364406,5.5,0.99,0,0,45.931,15.30436,10.53148,1,0.299,35,0
"14984","Brazil","Norway",0,6.152853,0.01537837,18.9275,8.425499,4,0,0,0,15.586,15.30436,10.53148,1,0.576,33,0
"14985","Venezuela","Norway",0,5.161983,0.003531806,16.95966,8.133801,3,0,0,0,8.699,15.30436,10.53148,1,0.524,21,0
"14986","Kenya","Norway",0,4.452238,0.001511319,17.17241,5.813122,5.5,0.1,0,0,26.816,15.30436,10.53148,1,0.882,76,0
"14988","Chad","Norway",0,3.307723,0,15.80104,5.405639,4.5,0.51,0,0,69.399,15.30436,10.53148,1,0.856,99,0
"14989","El Salvador","Norway",0,5.735621,0.0001289696,15.61309,7.462293,3,0,0,0,25.129,15.30436,10.53148,1,0.159,31,0
"14990","Bulgaria","Norway",0,1.301795,0.002652833,15.92657,7.30145,3,0.121,0,0,2.414,15.30436,10.53148,1,0.225,14,0
"14991","Afghanistan","Norway",0,3.110843,0.0001164291,17.03838,5.908083,7,0.99,0,0,78.1,15.30436,10.53148,1,0.668,149,0
"14992","Oman","Norway",0,3.388977,0.001556919,14.64929,8.690837,6,0.95,0,0.05,42.894,15.30436,10.53148,1,0.142,18,0
"14993","Slovenia","Norway",0,0.9697538,0.01886469,14.49992,9.317083,2,0.01,0,0,0.406,15.30436,10.53148,1,0.398048,5,0
"14994","Colombia","Norway",1,5.760549,0.002060735,17.52419,7.755786,4,0,0,0,8.937,15.30436,10.53148,1,0.596,23,0
"14995","Haiti","Norway",0,4.873142,0.0006680247,15.84982,5.902197,5,0,0,0,54.343,15.30436,10.53148,1,0.011,71,0
"14996","Sudan","Norway",0,3.250441,0.0002106527,17.21671,5.707695,7,0.7,0,0,56.725,15.30436,10.53148,1,0.731,69,0
"14997","Honduras","Norway",0,5.644739,0.0001696453,15.62362,6.572207,3,0,0,0,26.773,15.30436,10.53148,1,0.12,36,0
"14998","Switzerland","Norway",0,0.9053357,0.1140368,15.77701,10.73158,1,0,0,0,0,15.30436,10.53148,1,0.586,4,0
"14999","Drc","Norway",0,4.440772,0.2009613,17.69087,4.600842,6,0.1,0,0,52.976,15.30436,10.53148,1,0.902,90,0
"15000","Philippines","Norway",0,6.015796,0.00270776,18.10323,7.044132,3,0.05,0,0,5.44,15.30436,10.53148,1,0.859,32,0
"15001","Moldova","Norway",0,1.15322,0.0007617422,15.27389,6.482642,4,0,0,0,2.107,15.30436,10.53148,1,0.544702,18,0
"15003","Myanmar","Norway",0,5.057521,0.0001084113,17.65711,5.686975,7,0.04,0.89,0,20.585,15.30436,10.53148,1,0.421,78,0
"15004","Austria","Norway",0,0.8362979,0.07118235,15.90471,10.37074,1,0.085,0,0,0,15.30436,10.53148,1,0.153,5,0
"15005","Guinea","Norway",0,3.702727,0.0002417882,15.77365,6.399437,5,0.85,0,0,73,15.30436,10.53148,1,0.751,118,0
"15007","Malaysia","Norway",0,6.059753,0.01590341,16.9156,8.44575,5,0.604,0.192,0.063,18.215,15.30436,10.53148,1,0.719,8,0
"15008","Ghana","Norway",0,3.79453,0.003816537,16.72786,6.007043,3,0.16,0,0,40.217,15.30436,10.53148,1,0.874,65,0
